                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    245,                0.14162,                0.86169,                0.12187,                0.13493,                0.91383,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.88953,                0.21571,                0.59025,                0.12253,                0.21453,                0.48895,              0.0010338,              0.0010338,              0.0010338
                    246,                0.14163,                0.91239,                0.12802,                 0.1413,                0.92087,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.81408,                0.27231,                0.90801,                0.11774,                0.23999,                0.54757,              0.0010298,              0.0010298,              0.0010298
                    247,                0.14231,                0.86218,                0.12726,                0.13582,                0.90806,                      1,                      1,                  0.995,                0.98689,                      1,                      1,                  0.995,                0.87398,                0.25102,                0.59529,                0.12291,                0.25193,                0.52405,              0.0010258,              0.0010258,              0.0010258
                    248,                0.15115,                0.87879,                0.12988,                0.13938,                0.91136,                      1,                      1,                  0.995,                0.98649,                      1,                      1,                  0.995,                0.86043,                0.28137,                0.62268,                0.12427,                0.22012,                0.54337,              0.0010219,              0.0010219,              0.0010219
                    249,                0.14849,                0.88839,                0.12139,                0.13667,                0.92331,                      1,                      1,                  0.995,                0.98805,                      1,                      1,                  0.995,                0.86577,                 0.2803,                0.79598,                0.12607,                0.18765,                0.54911,              0.0010179,              0.0010179,              0.0010179
                    250,                0.13823,                0.86026,                0.13187,                0.12925,                0.89314,                      1,                      1,                  0.995,                0.98847,                      1,                      1,                  0.995,                0.87321,                0.27984,                0.63281,                0.12316,                0.20858,                0.55368,               0.001014,               0.001014,               0.001014
                    251,                0.14143,                0.87419,                0.12473,                0.12939,                0.91959,                      1,                      1,                  0.995,                0.98822,                      1,                      1,                  0.995,                0.87657,                 0.2455,                0.53668,                0.11814,                0.22224,                0.52254,                0.00101,                0.00101,                0.00101
                    252,                0.14361,                0.93217,                 0.1273,                0.13753,                0.91458,                      1,                      1,                  0.995,                0.98975,                      1,                      1,                  0.995,                0.83533,                0.26709,                0.96185,                0.11236,                0.22546,                0.52824,               0.001006,               0.001006,               0.001006
                    253,                0.14844,                0.87526,                0.12555,                0.13826,                0.90661,                      1,                      1,                  0.995,                0.99293,                      1,                      1,                  0.995,                 0.8482,                0.23351,                0.67934,                0.11257,                0.19853,                0.50117,              0.0010021,              0.0010021,              0.0010021
                    254,                0.13808,                 0.9391,                0.13151,                0.13636,                 0.9032,                0.99836,                      1,                  0.995,                0.99314,                0.99836,                      1,                  0.995,                0.81427,                0.25904,                0.84516,                0.10725,                0.21032,                0.53825,             0.00099812,             0.00099812,             0.00099812
                    255,                 0.1482,                0.95888,                0.12562,                0.13938,                0.90999,                      1,                      1,                  0.995,                 0.9932,                      1,                      1,                  0.995,                0.87479,                0.30047,                0.61473,                0.10491,                0.21625,                0.56475,             0.00099416,             0.00099416,             0.00099416
                    256,                0.15314,                0.91761,                0.13804,                0.14069,                0.90955,                0.99846,                      1,                  0.995,                0.98758,                0.99846,                      1,                  0.995,                0.84706,                0.26831,                0.61653,                 0.1058,                0.26416,                0.55662,              0.0009902,              0.0009902,              0.0009902
                    257,                0.13345,                0.98084,                0.13441,                0.13663,                0.89719,                      1,                      1,                  0.995,                0.98863,                      1,                      1,                  0.995,                0.84778,                0.27153,                0.61886,                0.10917,                0.22321,                0.55245,             0.00098624,             0.00098624,             0.00098624
                    258,                0.14027,                0.89473,                0.12831,                0.13349,                0.91435,                      1,                      1,                  0.995,                  0.989,                      1,                      1,                  0.995,                  0.829,                0.26089,                0.71157,                0.11345,                0.22197,                0.52081,             0.00098228,             0.00098228,             0.00098228
                    259,                0.13621,                0.86986,                0.12837,                0.12579,                0.91454,                      1,                      1,                  0.995,                0.99337,                      1,                      1,                  0.995,                0.89003,                 0.2638,                0.59402,                0.11552,                0.22765,                0.53066,             0.00097832,             0.00097832,             0.00097832
                    260,                0.14221,                0.81649,                0.12981,                 0.1321,                 0.8956,                      1,                      1,                  0.995,                0.99328,                      1,                      1,                  0.995,                0.88075,                0.22982,                0.52538,                0.11224,                0.21826,                0.50269,             0.00097436,             0.00097436,             0.00097436
                    261,                0.13387,                 0.8435,                0.12499,                0.13035,                0.89906,                      1,                      1,                  0.995,                0.99181,                      1,                      1,                  0.995,                0.89578,                0.24833,                0.60358,                0.11698,                0.25035,                0.51207,              0.0009704,              0.0009704,              0.0009704
                    262,                0.14628,                 0.8745,                0.12695,                0.13445,                0.91365,                      1,                      1,                  0.995,                0.99208,                      1,                      1,                  0.995,                0.84891,                0.23015,                 1.1059,                0.12451,                0.24972,                0.51115,             0.00096644,             0.00096644,             0.00096644
                    263,                0.14081,                0.81321,                0.12894,                0.13836,                0.90076,                0.99849,                      1,                  0.995,                0.99255,                0.99849,                      1,                  0.995,                 0.8622,                0.28924,                0.99584,                0.11956,                0.24272,                 0.5666,             0.00096248,             0.00096248,             0.00096248
                    264,                0.16614,                0.91246,                0.13259,                0.14351,                0.93064,                      1,                      1,                  0.995,                0.98288,                      1,                      1,                  0.995,                 0.8562,                0.26531,                 0.8538,                0.11971,                0.24786,                0.55065,             0.00095852,             0.00095852,             0.00095852
                    265,                0.15852,                0.89734,                0.12377,                0.13845,                0.91857,                0.99848,                      1,                  0.995,                0.98888,                0.99848,                      1,                  0.995,                0.85817,                0.28232,                0.73143,                0.12105,                0.23797,                0.55677,             0.00095456,             0.00095456,             0.00095456
                    266,                0.15279,                 0.9084,                0.12499,                0.13657,                0.91532,                      1,                      1,                  0.995,                0.98367,                      1,                      1,                  0.995,                0.85026,                0.24682,                0.92272,                 0.1098,                0.20849,                0.53113,              0.0009506,              0.0009506,              0.0009506
                    267,                0.15428,                0.84175,                0.11982,                0.14159,                0.91822,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.82667,                0.24804,                0.67042,                0.11859,                0.20951,                0.53126,             0.00094664,             0.00094664,             0.00094664
                    268,                0.14545,                0.93314,                 0.1306,                 0.1324,                0.90711,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.82721,                0.27584,                0.97273,                0.11263,                0.19538,                  0.553,             0.00094268,             0.00094268,             0.00094268
                    269,                0.14052,                 1.0337,                0.12107,                0.13275,                0.90875,                      1,                      1,                  0.995,                0.99204,                      1,                      1,                  0.995,                0.82318,                 0.2601,                0.91929,                0.11924,                0.18053,                0.53095,             0.00093872,             0.00093872,             0.00093872
                    270,                0.13773,                0.85012,                0.12437,                0.13483,                0.89552,                      1,                      1,                  0.995,                0.99311,                      1,                      1,                  0.995,                0.82332,                0.26578,                0.86727,                0.10996,                0.22889,                0.53977,             0.00093476,             0.00093476,             0.00093476
                    271,                0.14183,                 0.8906,                0.12245,                0.13864,                0.90285,                      1,                      1,                  0.995,                0.99158,                      1,                      1,                  0.995,                0.83503,                0.28006,                0.73101,                0.11152,                0.21544,                0.55423,              0.0009308,              0.0009308,              0.0009308
                    272,                0.14266,                0.98579,                  0.118,                0.13511,                0.89072,                      1,                      1,                  0.995,                0.99045,                      1,                      1,                  0.995,                0.83427,                0.25754,                0.86256,                0.11834,                0.21103,                0.52284,             0.00092684,             0.00092684,             0.00092684
                    273,                0.13029,                 1.0516,                0.12711,                0.13008,                0.91496,                      1,                      1,                  0.995,                0.99399,                      1,                      1,                  0.995,                0.85354,                0.25737,                0.63224,                0.11432,                0.21623,                0.52696,             0.00092288,             0.00092288,             0.00092288
                    274,                0.14318,                0.98727,                0.13054,                0.13484,                0.91024,                0.99846,                      1,                  0.995,                0.98505,                0.99846,                      1,                  0.995,                0.86258,                0.24309,                0.65111,                0.12122,                0.21081,                0.51554,             0.00091892,             0.00091892,             0.00091892
                    275,                0.12851,                0.84202,                0.12148,                0.12303,                0.91006,                0.99829,                      1,                  0.995,                 0.9904,                0.99829,                      1,                  0.995,                0.81149,                0.28095,                0.83645,                0.12166,                0.20538,                0.55441,             0.00091496,             0.00091496,             0.00091496
                    276,                0.14695,                 0.8391,                 0.1281,                0.13831,                0.88722,                0.99845,                      1,                  0.995,                0.99101,                0.99845,                      1,                  0.995,                0.87243,                0.27725,                0.69389,                0.11386,                 0.1951,                0.55262,               0.000911,               0.000911,               0.000911
                    277,                0.13136,                0.89913,                0.12769,                 0.1275,                0.90392,                      1,                      1,                  0.995,                0.98649,                      1,                      1,                  0.995,                0.83803,                0.26292,                0.82096,                0.11371,                0.21893,                0.53502,             0.00090704,             0.00090704,             0.00090704
                    278,                0.14747,                0.82222,                0.13299,                0.13451,                0.88253,                      1,                      1,                  0.995,                0.99123,                      1,                      1,                  0.995,                0.87566,                0.30169,                 0.7075,                0.10945,                0.21971,                0.58287,             0.00090308,             0.00090308,             0.00090308
                    279,                0.15173,                0.81893,                0.12972,                0.13949,                0.90183,                      1,                      1,                  0.995,                0.99036,                      1,                      1,                  0.995,                0.88837,                0.26637,                0.63947,                0.11145,                0.20349,                0.55529,             0.00089912,             0.00089912,             0.00089912
                    280,                0.14155,                0.87081,                0.12623,                  0.135,                0.89185,                      1,                      1,                  0.995,                0.98777,                      1,                      1,                  0.995,                0.85123,                0.29196,                0.72629,                0.10863,                0.20666,                 0.5719,             0.00089516,             0.00089516,             0.00089516
                    281,                0.14815,                0.85033,                0.12425,                0.13156,                 0.8892,                      1,                      1,                  0.995,                0.99252,                      1,                      1,                  0.995,                  0.858,                0.22541,                0.82277,                0.11188,                0.21911,                0.50679,              0.0008912,              0.0008912,              0.0008912
                    282,                 0.1368,                0.83643,                0.12374,                0.12999,                0.90528,                      1,                      1,                  0.995,                0.99105,                      1,                      1,                  0.995,                0.86266,                0.26236,                0.64347,                0.11346,                0.21556,                 0.5261,             0.00088724,             0.00088724,             0.00088724
                    283,                 0.1319,                0.86279,                0.12685,                0.12636,                0.89912,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.87002,                0.23985,                0.59948,                0.11381,                0.22952,                0.50001,             0.00088328,             0.00088328,             0.00088328
                    284,                0.13919,                0.81958,                0.12746,                0.13012,                0.87695,                      1,                      1,                  0.995,                0.99118,                      1,                      1,                  0.995,                0.88635,                0.26035,                0.55094,                0.11257,                0.21466,                0.51639,             0.00087932,             0.00087932,             0.00087932
                    285,                0.13909,                0.91355,                0.12666,                0.12652,                  0.902,                      1,                      1,                  0.995,                0.98946,                      1,                      1,                  0.995,                0.89679,                0.22095,                0.52114,                0.11037,                0.19863,                0.49813,             0.00087536,             0.00087536,             0.00087536
                    286,                0.13689,                0.81482,                0.12132,                0.12813,                0.90372,                      1,                      1,                  0.995,                0.98985,                      1,                      1,                  0.995,                0.83741,                0.26626,                0.80211,                0.11131,                0.21037,                0.52401,              0.0008714,              0.0008714,              0.0008714
                    287,                0.14607,                0.87967,                0.12809,                0.13415,                0.89967,                      1,                      1,                  0.995,                0.99267,                      1,                      1,                  0.995,                0.86984,                0.22418,                 0.6207,                0.11675,                0.19669,                0.49233,             0.00086744,             0.00086744,             0.00086744
                    288,                0.13134,                0.82843,                 0.1234,                0.12413,                 0.8999,                0.99849,                      1,                  0.995,                 0.9872,                0.99849,                      1,                  0.995,                 0.9063,                0.20494,                0.53426,                0.11279,                 0.1853,                0.47711,             0.00086348,             0.00086348,             0.00086348
                    289,                0.12396,                0.78265,                0.12554,                0.12631,                0.90394,                0.99849,                      1,                  0.995,                 0.9929,                0.99849,                      1,                  0.995,                0.90112,                0.24165,                0.46702,                 0.1089,                0.20853,                0.50413,             0.00085952,             0.00085952,             0.00085952
                    290,                0.12734,                0.80823,                0.12882,                0.11937,                0.90625,                 0.9985,                      1,                  0.995,                0.98815,                 0.9985,                      1,                  0.995,                  0.889,                0.24891,                0.51283,                0.10735,                0.22317,                0.51292,             0.00085556,             0.00085556,             0.00085556
                    291,                0.13883,                0.77548,                0.12204,                0.12808,                0.88387,                0.99847,                      1,                  0.995,                0.99246,                0.99847,                      1,                  0.995,                0.87149,                0.22939,                0.66093,                0.11135,                0.20337,                0.49479,              0.0008516,              0.0008516,              0.0008516
                    292,                0.13465,                0.82528,                0.11952,                 0.1267,                0.91987,                      1,                      1,                  0.995,                 0.9932,                      1,                      1,                  0.995,                0.88122,                0.24068,                0.68997,                0.10852,                0.19517,                0.50521,             0.00084764,             0.00084764,             0.00084764
                    293,                0.14041,                0.76963,                0.11879,                0.12954,                0.90248,                      1,                      1,                  0.995,                0.99204,                      1,                      1,                  0.995,                0.85874,                0.27573,                 0.6762,                0.11048,                0.22401,                0.54087,             0.00084368,             0.00084368,             0.00084368
                    294,                0.12863,                0.78112,                0.12244,                0.12496,                0.89158,                      1,                      1,                  0.995,                0.98904,                      1,                      1,                  0.995,                0.84772,                0.28911,                0.65954,                0.10843,                0.20387,                0.55695,             0.00083972,             0.00083972,             0.00083972
                    295,                0.13967,                0.72187,                0.12116,                0.12969,                0.91026,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.89542,                0.21262,                0.54704,                0.11591,                0.20339,                0.47988,             0.00083576,             0.00083576,             0.00083576
                    296,                0.14698,                0.75617,                0.12472,                0.13259,                0.88648,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.82155,                0.21158,                0.73993,                   0.11,                0.20262,                0.48122,              0.0008318,              0.0008318,              0.0008318
                    297,                0.14117,                0.86689,                0.12141,                0.13748,                0.90736,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.894,                0.20283,                0.50138,                0.11565,                0.19048,                 0.4794,             0.00082784,             0.00082784,             0.00082784
                    298,                0.13721,                0.80523,                0.12018,                0.13349,                0.91451,                      1,                      1,                  0.995,                0.99123,                      1,                      1,                  0.995,                0.91958,                0.23488,                0.46256,                0.11004,                0.20437,                0.51428,             0.00082388,             0.00082388,             0.00082388
                    299,                 0.1378,                0.76163,                0.13039,                0.13375,                0.88304,                      1,                      1,                  0.995,                0.99346,                      1,                      1,                  0.995,                0.88798,                0.22137,                0.59011,                0.10732,                0.20241,                0.49552,             0.00081992,             0.00081992,             0.00081992
                    300,                0.12521,                0.80456,                0.12329,                 0.1258,                0.90206,                      1,                      1,                  0.995,                 0.9932,                      1,                      1,                  0.995,                0.89083,                0.23418,                0.73132,                0.10731,                0.21214,                0.50026,             0.00081596,             0.00081596,             0.00081596
                    301,                0.13248,                0.77083,                0.12336,                0.12762,                0.89563,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.87369,                0.23271,                0.85054,                0.10863,                0.20798,                 0.4906,               0.000812,               0.000812,               0.000812
                    302,                0.12846,                0.85219,                0.12081,                0.12542,                 0.9046,                      1,                      1,                  0.995,                0.99355,                      1,                      1,                  0.995,                0.87497,                0.21339,                 0.6215,                0.10789,                0.18674,                0.47362,             0.00080804,             0.00080804,             0.00080804
                    303,                 0.1281,                0.75843,                0.12159,                0.12315,                0.88493,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.88995,                0.23966,                0.69308,                 0.1077,                0.18434,                0.49793,             0.00080408,             0.00080408,             0.00080408
                    304,                 0.1341,                0.83367,                0.11844,                0.12492,                0.90178,                      1,                      1,                  0.995,                0.99176,                      1,                      1,                  0.995,                0.85889,                 0.2494,                0.62589,                0.11249,                0.17815,                0.51259,             0.00080012,             0.00080012,             0.00080012
                    305,                0.14148,                0.80733,                0.12215,                0.13031,                0.89627,                      1,                      1,                  0.995,                0.98936,                      1,                      1,                  0.995,                 0.8716,                0.25732,                 0.7477,                0.10636,                0.19623,                0.52663,             0.00079616,             0.00079616,             0.00079616
                    306,                0.13714,                0.78789,                0.11853,                0.12655,                0.89845,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.86126,                0.22321,                0.73728,                0.11309,                0.19446,                0.49904,              0.0007922,              0.0007922,              0.0007922
                    307,                0.13109,                0.78773,                0.11934,                0.12971,                0.91634,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.90475,                0.24361,                0.63006,                0.10677,                0.20073,                0.51347,             0.00078824,             0.00078824,             0.00078824
                    308,                0.12457,                 0.7529,                0.12152,                0.12111,                0.88656,                      1,                      1,                  0.995,                0.99328,                      1,                      1,                  0.995,                0.90081,                0.23174,                0.52365,                0.11143,                0.21069,                0.50568,             0.00078428,             0.00078428,             0.00078428
                    309,                0.12247,                0.76254,                0.11659,                0.12052,                 0.8708,                      1,                      1,                  0.995,                0.99258,                      1,                      1,                  0.995,                0.89079,                0.25186,                0.60413,                 0.1057,                0.20398,                0.52583,             0.00078032,             0.00078032,             0.00078032
                    310,                0.12031,                0.73794,                 0.1161,                 0.1212,                0.90614,                      1,                      1,                  0.995,                0.99355,                      1,                      1,                  0.995,                0.91041,                0.24795,                0.49545,                0.11279,                0.21698,                0.52057,             0.00077636,             0.00077636,             0.00077636
                    311,                0.12878,                0.78023,                0.12728,                0.12007,                0.90259,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.87893,                0.24522,                0.62177,                0.10934,                0.20227,                0.51624,              0.0007724,              0.0007724,              0.0007724
                    312,                0.12397,                0.73844,                0.12273,                0.12104,                0.88752,                      1,                      1,                  0.995,                0.99311,                      1,                      1,                  0.995,                0.90249,                0.25809,                0.56696,                0.10523,                0.19181,                0.53289,             0.00076844,             0.00076844,             0.00076844
                    313,                0.13563,                0.77039,                0.12205,                 0.1264,                0.90042,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.89227,                0.24033,                0.51037,                0.10908,                0.23096,                0.51681,             0.00076448,             0.00076448,             0.00076448
                    314,                 0.1294,                0.71338,                0.12565,                0.12363,                0.90523,                      1,                      1,                  0.995,                0.98899,                      1,                      1,                  0.995,                0.89259,                0.21671,                0.66956,                0.10899,                0.23207,                0.48997,             0.00076052,             0.00076052,             0.00076052
                    315,                0.12746,                0.73879,                  0.117,                0.11924,                0.90311,                      1,                      1,                  0.995,                0.98851,                      1,                      1,                  0.995,                0.87888,                0.24334,                 0.7353,                0.10406,                0.19707,                0.50241,             0.00075656,             0.00075656,             0.00075656
                    316,                0.13095,                0.76354,                0.11844,                0.12058,                0.89581,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                 0.8597,                0.22077,                0.76828,                0.10919,                0.18757,                0.48822,              0.0007526,              0.0007526,              0.0007526
                    317,                0.13075,                0.74435,                0.12226,                0.12369,                0.90222,                0.99851,                      1,                  0.995,                0.98714,                0.99851,                      1,                  0.995,                0.87125,                0.27658,                0.94532,                0.10668,                0.21754,                0.52761,             0.00074864,             0.00074864,             0.00074864
                    318,                0.13381,                0.74842,                0.11678,                0.12256,                0.89542,                      1,                      1,                  0.995,                 0.9894,                      1,                      1,                  0.995,                0.89017,                0.24528,                0.47975,                 0.1064,                0.22559,                0.50932,             0.00074468,             0.00074468,             0.00074468
                    319,                0.12972,                0.79518,                0.12665,                0.11717,                0.89835,                      1,                      1,                  0.995,                  0.986,                      1,                      1,                  0.995,                0.88218,                0.21427,                0.60754,                0.10451,                0.23621,                0.48605,             0.00074072,             0.00074072,             0.00074072
                    320,                0.12954,                 0.7869,                0.12871,                0.11779,                0.89468,                      1,                      1,                  0.995,                0.99098,                      1,                      1,                  0.995,                0.89136,                0.23647,                0.48542,                0.10673,                0.24759,                0.50397,             0.00073676,             0.00073676,             0.00073676
                    321,                0.12783,                0.75962,                0.11789,                0.12055,                0.90903,                0.99847,                      1,                  0.995,                0.99244,                0.99847,                      1,                  0.995,                0.87988,                0.25077,                0.60838,                0.10493,                0.24272,                0.50023,              0.0007328,              0.0007328,              0.0007328
                    322,                0.12582,                0.72837,                0.12034,                 0.1189,                0.90217,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.89555,                0.25184,                0.55818,                 0.1094,                0.20645,                 0.5084,             0.00072884,             0.00072884,             0.00072884
                    323,                0.12831,                0.74182,                0.11823,                0.12017,                0.87969,                      1,                      1,                  0.995,                0.99217,                      1,                      1,                  0.995,                0.88232,                0.22883,                0.56418,                0.10874,                0.19252,                 0.4911,             0.00072488,             0.00072488,             0.00072488
                    324,                0.11858,                0.70617,                0.12817,                0.12029,                0.88631,                      1,                      1,                  0.995,                0.99302,                      1,                      1,                  0.995,                0.88704,                0.25292,                0.54669,                0.10795,                0.21493,                0.51551,             0.00072092,             0.00072092,             0.00072092
                    325,                0.13018,                 0.7877,                0.12125,                0.12343,                0.90429,                      1,                      1,                  0.995,                0.99337,                      1,                      1,                  0.995,                0.89045,                0.24173,                0.48436,                0.10291,                0.22967,                0.51369,             0.00071696,             0.00071696,             0.00071696
                    326,                0.12854,                0.73129,                0.11596,                0.12412,                0.89359,                      1,                      1,                  0.995,                0.99011,                      1,                      1,                  0.995,                0.90273,                  0.244,                0.44829,                0.10398,                0.19536,                0.51653,               0.000713,               0.000713,               0.000713
                    327,                0.13121,                0.77085,                0.12074,                0.12881,                0.89244,                0.99848,                      1,                  0.995,                0.99057,                0.99848,                      1,                  0.995,                0.88818,                0.24822,                0.83834,                0.10265,                0.21652,                0.51977,             0.00070904,             0.00070904,             0.00070904
                    328,                0.12795,                0.71994,                0.12115,                0.12039,                0.90624,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.88391,                0.25724,                0.58051,                0.10489,                0.23465,                0.51658,             0.00070508,             0.00070508,             0.00070508
                    329,                0.12872,                0.72443,                0.11437,                0.12037,                0.91523,                      1,                      1,                  0.995,                0.99311,                      1,                      1,                  0.995,                0.88377,                0.25735,                0.55183,                0.10376,                0.22807,                0.52625,             0.00070112,             0.00070112,             0.00070112
                    330,                0.12733,                0.70188,                0.12249,                 0.1208,                0.89327,                      1,                      1,                  0.995,                0.99284,                      1,                      1,                  0.995,                0.89114,                 0.2496,                0.61349,                0.11211,                0.21504,                0.51701,             0.00069716,             0.00069716,             0.00069716
